m_clock,x,y,z,q_x,q_y,q_z,q_w,rf_s,rr_s,fl_s,rl_s,lr_d,rr_d,fl_d,fr_d,rm_d,lm_d,lb_rot,rb_rot,ld_rot,rd_rot,slip,slow_slip,wrf_x,wrf_y,wrf_z,wrc_x,wrc_y,wrc_z,wrb_x,wrb_y,wrb_z,wlf_x,wlf_y,wlf_z,wlc_x,wlc_y,wlc_z,wlb_x,wlb_y,wlb_z
781815001.000352, -195.134285, -261.257055, -86.392748, 0.153553, 0.106620, -0.729066, 0.658420, -0.172743, 0.156977, -0.248675, 0.226305, 110.450842, 110.588075, 110.246777, 109.854254, 111.504796, 108.155953, 0.080221, 0.055814, -0.050000, -0.050000, 0.349946, nan, 39.026375, -6.999770, -582.440735, 1.062798, -99.254700, -372.605408, -60.102718, 18.393505, -989.400757, 18.610676, -57.224388, -370.876648, -4.214242, -23.852728, -510.424652, 16.642776, 175.058228, -905.225342
781815002.000369, -195.135656, -261.278747, -86.401564, 0.154596, 0.106940, -0.730657, 0.656356, -0.172743, 0.156977, -0.248597, 0.226305, 110.617932, 110.755143, 110.363146, 109.970343, 111.672794, 108.265998, 0.081923, 0.053296, -0.050000, -0.050000, 0.507061, 0.345229, 29.094357, -39.648151, -597.333679, -21.052485, -81.496376, -402.054871, -51.349957, 73.771431, -944.483276, 9.955766, -66.061203, -371.468323, -22.523769, -62.527885, -492.386841, 56.389584, 157.600632, -978.679871
781815003.000386, -195.136915, -261.300464, -86.409811, 0.154841, 0.106774, -0.732235, 0.654565, -0.172743, 0.156977, -0.248633, 0.226305, 110.785208, 110.922207, 110.479675, 110.086437, 111.840731, 108.376153, 0.083042, 0.052475, -0.050000, -0.050000, 0.438248, nan, 0.307028, -58.006615, -507.795227, -25.307796, -73.191742, -455.260071, -16.685915, 128.511765, -964.054321, -11.088308, -38.647507, -463.249969, -13.726034, -93.093117, -447.595642, 62.522385, 128.670013, -949.875061
781815004.000403, -195.138577, -261.321273, -86.416932, 0.154327, 0.106047, -0.733971, 0.652858, -0.172743, 0.156977, -0.248633, 0.226305, 110.952419, 111.089412, 110.596062, 110.202467, 112.008828, 108.486249, 0.085875, 0.056505, -0.050000, -0.050000, 0.432293, nan, -29.932484, -81.354393, -413.186218, -10.684072, -48.639122, -491.620178, 58.116051, 166.804016, -970.412842, -21.306570, -52.504955, -568.641663, -32.444084, -106.378326, -402.276733, 21.595579, 107.116058, -895.860840
781815005.000420, -195.139939, -261.340697, -86.423075, 0.153267, 0.105192, -0.735490, 0.651536, -0.172743, 0.156977, -0.248633, 0.226305, 111.119617, 111.256485, 110.712681, 110.318497, 112.176843, 108.596363, 0.087427, 0.060098, -0.049255, -0.050000, 0.473347, nan, -47.074890, -115.470345, -342.013519, -16.629274, -60.829311, -536.958496, 104.773636, 246.475525, -967.870605, -37.305519, -74.948807, -650.354004, -14.484442, -74.669754, -393.060638, 25.071505, 81.550476, -863.540527
781815006.000437, -195.140250, -261.357494, -86.428670, 0.151126, 0.103424, -0.737151, 0.650441, -0.172743, 0.156977, -0.248675, 0.226305, 111.286731, 111.423590, 110.829259, 110.434634, 112.344865, 108.706551, 0.088272, 0.068662, -0.045796, -0.050000, 0.423365, nan, -46.460644, -71.407486, -349.612793, -5.475638, -49.607811, -468.579346, 154.048248, 204.664261, -1001.789185, -53.139137, -42.729649, -666.183228, -13.234647, -88.144470, -355.323853, 9.155542, 30.668308, -923.361328
781815007.000454, -195.141546, -261.377302, -86.436253, 0.149923, 0.104074, -0.738160, 0.649471, -0.172743, 0.156977, -0.248675, 0.226305, 111.454038, 111.590772, 110.945589, 110.550728, 112.512887, 108.816611, 0.086181, 0.069126, -0.046192, -0.050000, 0.502563, 0.250937, -39.980644, 5.375916, -320.446289, -16.820717, -57.910378, -489.279510, 130.426208, 194.126343, -1002.898315, -90.402184, -40.247452, -664.042969, -20.825945, -90.971039, -346.797791, 46.939224, 8.653637, -937.868652
781815008.000471, -195.142674, -261.397683, -86.443856, 0.148836, 0.106277, -0.739044, 0.648357, -0.172743, 0.156977, -0.248675, 0.226305, 111.621126, 111.757822, 111.062268, 110.666755, 112.680893, 108.926687, 0.085057, 0.068414, -0.048382, -0.050000, 0.636021, nan, -54.050591, 34.010483, -313.117371, -29.514788, -111.256256, -467.230774, 113.369583, 207.101685, -1030.704590, -68.829903, -85.537369, -674.625000, -10.754599, -87.372345, -381.684753, 68.521210, 27.562778, -924.157776
781815009.000488, -195.144326, -261.420016, -86.452530, 0.148091, 0.108529, -0.739950, 0.647120, -0.172743, 0.156977, -0.248675, 0.226305, 111.788407, 111.924975, 111.178680, 110.782791, 112.848905, 109.036856, 0.084289, 0.067189, -0.050000, -0.050000, 0.407511, nan, -46.853996, 47.228714, -349.819519, -26.751360, -119.523041, -430.845703, 117.550323, 171.093857, -1035.872314, -83.085541, -41.258148, -615.706543, -13.846320, -95.463882, -409.677307, 59.372601, 17.759733, -952.470825
781815010.000504, -195.146631, -261.443342, -86.461654, 0.147376, 0.110179, -0.741459, 0.645274, -0.172743, 0.156977, -0.248675, 0.226305, 111.955508, 112.092055, 111.295242, 110.898837, 113.016923, 109.146916, 0.084414, 0.064997, -0.050000, -0.050000, 0.444930, nan, -29.678631, 46.667755, -404.173920, -30.172161, -129.799316, -413.798920, 79.847473, 129.625092, -988.473816, -21.322115, -6.312281, -590.877136, 4.229151, -37.132034, -422.912842, 31.021435, -8.296638, -964.135376
781815011.000521, -195.149121, -261.466388, -86.469514, 0.147325, 0.111760, -0.743012, 0.643225, -0.172743, 0.156977, -0.248675, 0.226305, 112.122665, 112.259201, 111.411242, 111.014896, 113.185045, 109.257012, 0.083985, 0.056969, -0.050000, -0.050000, 0.509073, nan, -27.816193, 32.525257, -398.362335, -25.944460, -129.092072, -429.591858, 73.932083, 87.381660, -974.339233, 25.166058, 13.292320, -602.666748, 22.768581, -3.720071, -440.295227, -12.198366, 11.529552, -909.694519
781815012.000538, -195.150977, -261.490415, -86.475648, 0.149282, 0.113986, -0.744576, 0.640569, -0.172786, 0.156977, -0.248675, 0.226305, 112.289922, 112.426438, 111.527531, 111.131008, 113.352968, 109.367119, 0.079788, 0.048436, -0.050000, -0.050000, 0.436857, 0.295843, -24.069443, 40.990395, -452.686768, -34.152134, -138.197495, -425.798676, 51.197643, 33.249680, -1014.721191, 48.143044, 24.772865, -502.245941, -1.095746, 6.629655, -432.649994, -78.572838, 21.707310, -957.488647
781815013.000555, -195.154264, -261.514617, -86.483773, 0.151116, 0.116280, -0.745850, 0.638240, -0.172707, 0.156977, -0.248675, 0.226305, 112.457267, 112.593289, 111.643855, 111.247065, 113.520952, 109.477188, 0.075523, 0.040497, -0.050000, -0.050000, 0.479738, nan, -15.786857, -2.188162, -461.947449, 7.658670, -63.682159, -433.406189, -41.925339, 52.033936, -1047.949829, 51.123455, 29.787952, -507.303833, 23.389824, 0.378699, -414.044037, -23.726252, 13.489956, -988.879639
781815014.000572, -195.157059, -261.537680, -86.492115, 0.152221, 0.117957, -0.747260, 0.636017, -0.172786, 0.156977, -0.248675, 0.226305, 112.624445, 112.760600, 111.760248, 111.363182, 113.689012, 109.587359, 0.071322, 0.032129, -0.050000, -0.050000, 0.341523, nan, -17.637581, -33.295509, -470.702393, 11.567223, 0.292009, -390.577759, 35.746330, -12.252220, -967.112061, 33.896370, 16.128399, -509.333252, -0.974285, -31.973690, -410.156189, -36.210373, 43.375099, -1007.696289
781815015.000589, -195.160941, -261.562773, -86.500452, 0.153898, 0.119505, -0.748653, 0.633682, -0.172786, 0.156977, -0.248675, 0.226305, 112.791624, 112.927652, 111.876718, 111.479243, 113.857015, 109.697441, 0.063733, 0.021951, -0.050000, -0.050000, 0.470642, nan, -23.456120, -34.683159, -496.737457, -10.779629, -12.112967, -426.151886, 41.124546, 39.818672, -943.683777, 15.804241, -27.061604, -429.147461, -12.103695, -48.701225, -451.154541, -38.382172, 72.434479, -1013.596130
781815016.000606, -195.164677, -261.587282, -86.509480, 0.153598, 0.120585, -0.750281, 0.631621, -0.172786, 0.156977, -0.248675, 0.226305, 112.958843, 113.094806, 111.993099, 111.595273, 114.025052, 109.807550, 0.060287, 0.020782, -0.050000, -0.050000, 0.382744, nan, -13.372564, -15.424876, -452.026062, -2.667550, -31.940098, -433.118591, 46.800964, 72.203362, -944.154907, 11.552958, -37.072411, -487.892487, -17.958374, -67.089157, -458.618195, 16.788723, 84.121033, -971.135620
781815017.000623, -195.168079, -261.608291, -86.517344, 0.152911, 0.121134, -0.751882, 0.629776, -0.172786, 0.156977, -0.248675, 0.226305, 113.125917, 113.261960, 112.109564, 111.711212, 114.193026, 109.917646, 0.059717, 0.020801, -0.050000, -0.050000, 0.452904, 0.279644, -20.588902, -63.675770, -383.229736, 3.491036, 13.229342, -459.387177, 68.452049, 67.635452, -1009.552856, -4.129749, -66.806808, -579.552795, -7.240203, -59.171337, -435.154358, 9.417046, 119.447571, -906.611084
781815018.000640, -195.170805, -261.627548, -86.524087, 0.152609, 0.121108, -0.753631, 0.627761, -0.172786, 0.156977, -0.248675, 0.226305, 113.293392, 113.429013, 112.225927, 111.827298, 114.361038, 110.027727, 0.063141, 0.020674, -0.050000, -0.050000, 0.366189, nan, -22.772778, -111.328049, -341.314392, -16.970720, 4.867598, -475.538330, 80.365341, 53.335869, -1032.886475, 0.411755, -66.558174, -604.771301, 4.975515, -28.555462, -417.424561, -52.332092, 107.982895, -904.525879
781815019.000657, -195.174560, -261.647678, -86.532681, 0.151456, 0.120530, -0.755595, 0.625788, -0.172786, 0.156977, -0.248675, 0.226305, 113.460512, 113.596375, 112.342358, 111.943661, 114.529058, 110.137928, 0.066132, 0.019491, -0.050000, -0.050000, 0.241746, nan, -22.455683, -60.567039, -401.428223, -20.991011, -65.972626, -428.383667, 31.501650, 63.345203, -1011.620972, 59.438835, -35.693878, -588.029846, 31.464018, 7.314255, -396.309235, -62.668556, 87.495003, -955.518433
781815020.000674, -195.177957, -261.668352, -86.543360, 0.151558, 0.119924, -0.757655, 0.623383, -0.172786, 0.156977, -0.248675, 0.226305, 113.627580, 113.763416, 112.458713, 112.059552, 114.697152, 110.247980, 0.072371, 0.016920, -0.050000, -0.050000, 0.367565, nan, 19.569843, -34.618477, -478.402649, -32.450645, -79.576492, -344.330750, -22.794069, -10.707565, -1028.989502, 73.667755, 0.166836, -427.579773, 40.370029, 48.523067, -398.735352, -109.319565, 56.916149, -994.541138
781815021.000691, -195.183015, -261.691493, -86.554347, 0.151595, 0.119486, -0.759990, 0.620611, -0.172786, 0.156977, -0.248675, 0.226305, 113.794843, 113.930366, 112.575050, 112.175679, 114.865050, 110.358099, 0.074248, 0.013594, -0.050000, -0.050000, 0.318836, nan, 60.223373, -19.392376, -461.707214, -32.771923, -107.515022, -333.175415, -63.370785, -22.582870, -1102.651123, 105.799110, 68.803413, -502.432281, 43.186150, 3.607457, -397.788483, -98.145195, 87.177505, -972.344727
781815022.000708, -195.188664, -261.715434, -86.563823, 0.152153, 0.119234, -0.762098, 0.617932, -0.172786, 0.156977, -0.248675, 0.226305, 113.962107, 114.097604, 112.691611, 112.291713, 115.033074, 110.468193, 0.075105, 0.007221, -0.050000, -0.050000, 0.351143, nan, 49.920284, -58.515686, -378.418518, -30.856602, -94.712204, -413.449585, -44.455738, 26.624557, -1092.439697, 108.797371, 77.888428, -593.008972, 17.258154, -11.006582, -391.286865, -64.662140, 84.307373, -928.056641
781815023.000725, -195.195030, -261.740883, -86.569308, 0.153904, 0.118478, -0.763919, 0.615390, -0.172786, 0.156977, -0.248675, 0.226305, 114.129310, 114.264757, 112.807988, 112.407788, 115.201129, 110.578365, 0.074312, -0.010390, -0.050000, -0.050000, 0.428045, 0.199841, 33.543926, -31.241375, -300.372559, -2.196795, -79.880165, -478.214233, -90.920258, 32.138184, -1106.611084, 80.742386, 31.337729, -605.298340, 22.130524, -27.394661, -391.181915, -13.202820, 78.136009, -911.842529
781815024.000741, -195.201322, -261.766470, -86.577269, 0.155113, 0.117144, -0.765633, 0.613207, -0.172786, 0.156977, -0.248675, 0.226305, 114.296423, 114.431844, 112.924402, 112.523885, 115.369114, 110.688407, 0.071216, -0.015352, -0.050000, -0.050000, 0.257857, nan, 6.521799, -1.584015, -392.558533, -25.167656, -111.695869, -472.387543, -50.163746, 62.968094, -994.572388, 56.852528, 39.799706, -578.374878, 6.849587, -64.045807, -395.846985, -18.000925, 98.763008, -919.647461
781815025.000758, -195.207270, -261.791369, -86.585205, 0.155869, 0.116968, -0.767338, 0.610914, -0.172786, 0.156977, -0.248675, 0.226305, 114.463872, 114.598968, 113.040818, 112.639970, 115.537218, 110.798508, 0.067405, -0.021716, -0.050000, -0.050000, 0.423808, nan, 2.466951, -39.261169, -408.054108, 19.083666, 12.913857, -441.962097, -14.517143, -34.158062, -979.927002, 56.013680, 29.195763, -568.776794, -6.591210, -68.898819, -446.256439, -12.618380, 135.777069, -899.550781
781815026.000775, -195.212529, -261.811790, -86.590132, 0.156130, 0.117515, -0.768893, 0.608783, -0.172786, 0.156977, -0.248675, 0.226305, 114.631161, 114.766115, 113.157233, 112.756041, 115.705258, 110.908632, 0.067990, -0.026847, -0.050000, -0.050000, 0.359608, nan, -33.351219, -51.105690, -476.683990, -14.687132, -2.788822, -477.364563, 34.466492, 87.763260, -817.265503, 52.633038, 31.761208, -534.126282, -8.096394, -79.453583, -433.301636, 34.829166, 47.536369, -1047.475586
781815027.000792, -195.218135, -261.833792, -86.596385, 0.156205, 0.117454, -0.770152, 0.607182, -0.172786, 0.156977, -0.248675, 0.226305, 114.798387, 114.933130, 113.273800, 112.872300, 115.873246, 111.018905, 0.064935, -0.028314, -0.050000, -0.050000, 0.416832, nan, -72.108513, -25.979374, -441.212524, -5.773223, 6.604397, -495.167358, 6.995773, 86.656448, -845.689819, 22.987204, 25.967352, -536.902100, -17.083302, -91.546692, -379.440613, 73.139938, 2.831141, -1045.849854
781815028.000009, -195.224451, -261.855321, -86.601122, 0.156297, 0.117609, -0.771535, 0.605370, -0.172786, 0.156977, -0.248675, 0.226305, 114.965522, 115.100069, 113.390615, 112.988362, 116.041074, 111.129226, 0.057293, -0.030431, -0.050000, -0.050000, 0.333751, 0.195502, -48.522190, -30.392570, -382.824066, -18.705273, 2.890889, -529.447571, -20.769341, 107.772461, -886.775452, 7.696192, 73.089111, -508.529541, -12.005987, -118.659340, -351.307831, 61.624222, -31.616928, -1107.015991
781815029.000026, -195.231060, -261.877344, -86.606559, 0.156073, 0.117476, -0.772863, 0.603758, -0.172786, 0.156977, -0.248675, 0.226305, 115.132981, 115.267349, 113.507510, 113.104733, 116.209090, 111.239629, 0.051541, -0.029727, -0.050000, -0.050000, 0.567503, nan, -32.039440, -59.650162, -341.435608, -18.283421, -7.518368, -550.353882, 32.599075, 126.600372, -856.955078, -4.582224, 121.892410, -604.201233, -0.988838, -149.606476, -302.116913, 37.106461, -44.823639, -1108.214355
781815030.000043, -195.236394, -261.898496, -86.610695, 0.156045, 0.117859, -0.773483, 0.602896, -0.172786, 0.156977, -0.248675, 0.226305, 115.300384, 115.434286, 113.624201, 113.221049, 116.377127, 111.350025, 0.043477, -0.026729, -0.049199, -0.050000, 0.397100, nan, -58.384483, -45.816208, -267.427917, -26.825474, -8.162067, -585.445801, 50.076210, 155.840454, -899.884033, -41.583679, 101.878937, -659.850830, -22.714397, -136.527985, -276.841125, 65.287506, -76.780930, -1040.462646
781815031.000060, -195.241997, -261.916846, -86.616801, 0.155252, 0.117598, -0.774694, 0.601595, -0.172786, 0.156977, -0.248675, 0.226305, 115.468017, 115.601388, 113.740981, 113.337284, 116.545238, 111.460477, 0.032070, -0.020575, -0.043826, -0.050000, 0.508503, nan, -22.724907, -31.835575, -279.480591, -11.406012, -79.990509, -575.306824, 43.138809, 140.185837, -893.869995, -13.977926, 78.313339, -652.630981, -31.186739, -142.182877, -353.645905, 22.641006, 13.569233, -980.809448
781815032.000077, -195.248046, -261.933468, -86.623306, 0.154947, 0.117523, -0.776061, 0.599925, -0.172786, 0.156977, -0.248675, 0.226305, 115.635449, 115.768441, 113.857927, 113.453558, 116.713286, 111.570853, 0.031340, -0.017751, -0.041698, -0.050000, 0.571640, nan, -18.969025, -52.354053, -264.594879, -23.913893, -116.075836, -553.128784, 26.176071, 168.575165, -953.025146, -27.045605, 20.334587, -658.688477, 10.497703, -71.888817, -355.747559, 34.302593, 22.854183, -965.624634
781815033.000094, -195.253963, -261.950812, -86.629999, 0.154554, 0.117555, -0.777752, 0.597826, -0.172786, 0.156977, -0.248675, 0.226305, 115.802926, 115.935514, 113.974715, 113.569791, 116.881139, 111.681218, 0.032661, -0.017056, -0.040962, -0.050000, 0.474948, 0.308319, -6.902763, -51.926025, -241.515625, -18.401178, -150.057251, -546.606812, 6.879204, 170.454178, -989.360474, -0.810465, -27.145596, -681.186218, 47.877762, -15.336250, -395.396912, -17.215395, 51.414124, -908.894531
781815034.000111, -195.260106, -261.969787, -86.637743, 0.153439, 0.116566, -0.779658, 0.595821, -0.172786, 0.156977, -0.248675, 0.226305, 115.970401, 116.102620, 114.091651, 113.686087, 117.049239, 111.791652, 0.036747, -0.017081, -0.037153, -0.050000, 0.342449, nan, 3.463272, -46.130783, -266.413269, 15.447158, -172.970490, -485.184753, 9.687511, 128.603104, -1016.338379, 6.564405, -18.714676, -688.005005, 65.862732, 18.644361, -416.609131, -40.079323, 70.470657, -894.206482
