m_clock,x,y,z,q_x,q_y,q_z,q_w,rf_s,rr_s,fl_s,rl_s,lr_d,rr_d,fl_d,fr_d,rm_d,lm_d,lb_rot,rb_rot,ld_rot,rd_rot,slip,slow_slip,wrf_x,wrf_y,wrf_z,wrc_x,wrc_y,wrc_z,wrb_x,wrb_y,wrb_z,wlf_x,wlf_y,wlf_z,wlc_x,wlc_y,wlc_z,wlb_x,wlb_y,wlb_z
781815001.000352, -195.099288, -261.212911, -86.354321, 0.159173, 0.097388, -0.712825, 0.676062, -0.172743, 0.156977, -0.248675, 0.226305, 110.450842, 110.588075, 110.246777, 109.854254, 111.504796, 108.155953, 0.056270, 0.051020, -0.048317, -0.050000, 0.734237, nan, -7.571788, -18.784569, -356.772827, -1.917627, 47.200626, -455.636078, -9.617358, 27.319199, -1098.924805, -88.288094, -69.569778, -636.632812, 11.030957, -0.932959, -339.950256, 82.092712, -43.647602, -917.846619
781815002.000369, -195.097913, -261.224604, -86.357797, 0.158119, 0.097995, -0.713929, 0.675056, -0.172743, 0.156977, -0.248597, 0.226305, 110.617932, 110.755143, 110.363146, 109.970343, 111.672794, 108.265998, 0.044751, 0.052809, -0.043888, -0.050000, 0.623983, 0.593158, 8.848385, -80.966141, -329.696838, 13.304231, 6.101082, -473.346191, -44.880882, 84.118019, -1087.904175, -26.397285, -64.384476, -633.284973, 3.880827, -35.780022, -340.990784, 53.029137, 23.771610, -869.315857
781815003.000386, -195.096514, -261.235548, -86.362992, 0.155821, 0.097227, -0.715402, 0.674141, -0.172743, 0.156977, -0.248633, 0.226305, 110.785208, 110.922207, 110.479675, 110.086437, 111.840731, 108.376153, 0.039902, 0.058773, -0.036724, -0.050000, 0.540323, nan, 2.865545, -38.825897, -324.428955, 0.876065, -44.162964, -484.787231, 2.821998, 137.589249, -1065.288330, -62.426674, -82.380936, -644.262207, 13.062816, -43.398392, -427.517151, 38.367371, 89.596817, -809.785645
781815004.000403, -195.095344, -261.248349, -86.367458, 0.154064, 0.096830, -0.716827, 0.673088, -0.172743, 0.156977, -0.248633, 0.226305, 110.952419, 111.089412, 110.596062, 110.202467, 112.008828, 108.486249, 0.036646, 0.065728, -0.033132, -0.050000, 0.574532, nan, -10.733614, -44.744690, -334.450531, -18.380688, -51.796436, -454.479736, 44.416695, 132.134247, -1077.811523, -48.923035, -68.483505, -663.495483, -6.493628, -94.722565, -419.780212, 47.220181, 111.109062, -831.954346
781815005.000420, -195.094031, -261.258975, -86.370521, 0.152266, 0.096128, -0.717692, 0.672676, -0.172743, 0.156977, -0.248633, 0.226305, 111.119617, 111.256485, 110.712681, 110.318497, 112.176843, 108.596363, 0.039160, 0.068845, -0.030649, -0.050000, 0.682434, nan, -15.984688, -71.492706, -319.866516, 8.237820, -57.216972, -499.619843, 83.864441, 197.191620, -1066.369019, -70.437996, -62.859821, -656.029907, -40.694393, -133.572845, -402.005859, 28.028492, 102.642761, -846.741821
781815006.000437, -195.092857, -261.270969, -86.371740, 0.151974, 0.097334, -0.717956, 0.672286, -0.172743, 0.156977, -0.248675, 0.226305, 111.286731, 111.423590, 110.829259, 110.434634, 112.344865, 108.706551, 0.040724, 0.073990, -0.030010, -0.050000, 0.636725, nan, -11.690084, -46.047325, -336.855743, -4.162727, -74.028412, -537.131775, 61.140076, 207.301483, -995.379272, -65.956787, -85.388512, -635.465027, -24.511791, -29.216225, -433.426819, 21.667603, 74.942841, -747.809570
781815007.000454, -195.091813, -261.286365, -86.375438, 0.153053, 0.099872, -0.718045, 0.671574, -0.172743, 0.156977, -0.248675, 0.226305, 111.454038, 111.590772, 110.945589, 110.550728, 112.512887, 108.816611, 0.047414, 0.073197, -0.035344, -0.050000, 0.775694, 0.538561, -21.913727, -21.545418, -362.820496, -21.177019, -54.332802, -529.618774, 77.392456, 167.993561, -985.500671, -62.537331, -84.631134, -637.555542, -39.178646, -72.283844, -427.667358, 93.800362, 85.955353, -862.473633
781815008.000471, -195.090947, -261.298879, -86.378467, 0.152563, 0.099593, -0.718765, 0.670956, -0.172743, 0.156977, -0.248675, 0.226305, 111.621126, 111.757822, 111.062268, 110.666755, 112.680893, 108.926687, 0.051364, 0.077930, -0.035468, -0.050000, 0.440053, nan, -9.773840, 20.716835, -387.140686, 17.232880, -79.292770, -481.457916, 75.504807, 149.522949, -1019.525757, -108.814911, -70.597672, -636.613647, -34.748184, -40.350410, -378.749573, 32.021515, 25.598526, -851.213501
781815009.000488, -195.090419, -261.310464, -86.380514, 0.151183, 0.100611, -0.720084, 0.669702, -0.172743, 0.156977, -0.248675, 0.226305, 111.788407, 111.924975, 111.178680, 110.782791, 112.848905, 109.036856, 0.054729, 0.075873, -0.036423, -0.050000, 0.733201, nan, -3.116517, -40.417896, -353.247284, 22.004402, -124.228355, -465.307007, 19.728441, 130.048950, -1119.960205, 2.970777, 12.800132, -661.200439, 16.929825, -2.124515, -370.393677, -54.190727, -24.216618, -889.714722
781815010.000504, -195.089773, -261.327011, -86.385902, 0.151025, 0.102272, -0.721149, 0.668338, -0.172743, 0.156977, -0.248675, 0.226305, 111.955508, 112.092055, 111.295242, 110.898837, 113.016923, 109.146916, 0.055271, 0.072811, -0.038206, -0.050000, 0.590646, nan, -8.340114, -19.489681, -326.910370, 9.481446, -96.226799, -452.500732, 55.980049, 122.190689, -1057.888916, -20.742085, 42.973286, -617.829712, -26.343895, 9.354897, -302.100555, -29.503233, -99.276840, -926.019897
781815011.000521, -195.088452, -261.342384, -86.389741, 0.150828, 0.105423, -0.721583, 0.667424, -0.172743, 0.156977, -0.248675, 0.226305, 112.122665, 112.259201, 111.411242, 111.014896, 113.185045, 109.257012, 0.059651, 0.068025, -0.043995, -0.050000, 0.847304, nan, -27.894398, -35.444431, -306.304932, 22.175909, -54.727764, -456.495117, 113.759514, 81.851517, -1171.722412, -46.443748, -7.797445, -661.508484, -9.025729, -17.474514, -385.086487, -43.115116, -1.772657, -887.024902
781815012.000538, -195.087257, -261.354109, -86.389332, 0.150927, 0.107693, -0.722282, 0.666283, -0.172786, 0.156977, -0.248675, 0.226305, 112.289922, 112.426438, 111.527531, 111.131008, 113.352968, 109.367119, 0.062969, 0.063870, -0.048311, -0.050000, 0.834762, 0.582909, -27.908997, -17.259708, -343.440002, 41.001022, -93.647202, -527.934448, 79.231949, 187.262192, -1049.468506, -46.562645, 15.220612, -685.260132, 12.471375, -26.115665, -376.238525, -26.060490, 21.189425, -900.411011
781815013.000555, -195.086495, -261.365956, -86.392004, 0.150844, 0.110036, -0.723406, 0.664697, -0.172707, 0.156977, -0.248675, 0.226305, 112.457267, 112.593289, 111.643855, 111.247065, 113.520952, 109.477188, 0.061660, 0.062980, -0.050000, -0.050000, 0.649614, nan, -4.847620, -25.043266, -431.344208, -10.275038, -99.812378, -436.309937, 62.976734, 110.686737, -1021.756409, -20.895855, -9.077417, -503.782349, -2.502744, -19.211321, -397.865021, -81.906143, 35.060680, -953.405640
781815014.000572, -195.086123, -261.378770, -86.396578, 0.150956, 0.111876, -0.724518, 0.663151, -0.172786, 0.156977, -0.248675, 0.226305, 112.624445, 112.760600, 111.760248, 111.363182, 113.689012, 109.587359, 0.060368, 0.057630, -0.050000, -0.050000, 0.798038, nan, 8.239243, 9.598961, -505.610352, -0.220213, -83.032700, -383.591156, 47.642353, 72.380615, -1023.895630, 34.986176, 8.015381, -453.223877, 5.938094, 10.673902, -429.520050, -64.071045, 16.683784, -1023.629089
781815015.000589, -195.085638, -261.387915, -86.398127, 0.151861, 0.112329, -0.725055, 0.662281, -0.172786, 0.156977, -0.248675, 0.226305, 112.791624, 112.927652, 111.876718, 111.479243, 113.857015, 109.697441, 0.060938, 0.059390, -0.050000, -0.050000, 0.732361, nan, -33.690891, -73.043648, -409.828125, -9.774042, -99.889038, -472.425507, 50.470772, 214.010925, -985.298096, -10.408341, 34.928257, -511.747223, -22.764853, -41.698086, -354.138580, -3.117203, -37.975014, -940.284119
781815016.000606, -195.085288, -261.397991, -86.401618, 0.152202, 0.111977, -0.726237, 0.660965, -0.172786, 0.156977, -0.248675, 0.226305, 112.958843, 113.094806, 111.993099, 111.595273, 114.025052, 109.807550, 0.064081, 0.069021, -0.050000, -0.050000, 0.862298, nan, 9.145605, -38.767727, -313.672668, -13.033655, -97.957870, -468.797668, -7.677910, 106.547646, -1116.746582, 37.263950, 60.212296, -612.760315, 7.380596, -24.128132, -344.313385, 7.306401, -30.662045, -1001.480225
781815017.000623, -195.085449, -261.408887, -86.405513, 0.152590, 0.111568, -0.727718, 0.659314, -0.172786, 0.156977, -0.248675, 0.226305, 113.125917, 113.261960, 112.109564, 111.711212, 114.193026, 109.917646, 0.070702, 0.069567, -0.050000, -0.050000, 0.708015, nan, -24.901606, -16.444540, -439.759186, 7.292239, -76.236610, -412.767395, 12.805124, 122.955208, -982.760315, 18.358006, 57.730072, -501.232117, -0.731200, -11.478586, -353.633331, 3.412078, -16.940285, -1045.717285
781815018.000640, -195.085680, -261.419606, -86.412341, 0.152640, 0.111250, -0.729147, 0.657776, -0.172786, 0.156977, -0.248675, 0.226305, 113.293392, 113.429013, 112.225927, 111.827298, 114.361038, 110.027727, 0.076097, 0.070754, -0.050000, -0.050000, 0.702782, 0.652429, 11.098156, -64.562485, -514.551270, -6.832596, -67.538925, -362.663513, 42.959682, 126.955276, -919.249939, -6.514038, 36.313816, -426.313263, -5.512572, 13.659778, -356.324310, -20.698895, -23.472876, -1130.002075
781815019.000657, -195.086754, -261.429851, -86.414369, 0.152564, 0.111621, -0.730500, 0.656228, -0.172786, 0.156977, -0.248675, 0.226305, 113.460512, 113.596375, 112.342358, 111.943661, 114.529058, 110.137928, 0.072936, 0.071478, -0.050000, -0.050000, 0.538353, nan, 1.161184, -46.527943, -538.591125, -14.645241, -42.991463, -336.348267, 21.357494, 44.196686, -978.653809, 49.640129, 17.165895, -391.942322, -14.969454, 11.324841, -399.289856, -3.417182, 27.211929, -1093.446289
781815020.000674, -195.088059, -261.447020, -86.419056, 0.153972, 0.111902, -0.731855, 0.654339, -0.172786, 0.156977, -0.248675, 0.226305, 113.627580, 113.763416, 112.458713, 112.059552, 114.697152, 110.247980, 0.071567, 0.061090, -0.050000, -0.050000, 0.705086, nan, -4.792367, -51.795021, -474.258820, -27.801979, -90.186699, -357.357117, 19.027617, 114.572739, -988.757812, 34.520679, -40.057434, -404.651825, -14.000221, 10.086457, -431.264465, -3.679893, 55.410538, -1023.849243
781815021.000691, -195.088780, -261.457843, -86.422481, 0.154423, 0.111841, -0.732812, 0.653170, -0.172786, 0.156977, -0.248675, 0.226305, 113.794843, 113.930366, 112.575050, 112.175679, 114.865050, 110.358099, 0.072320, 0.055861, -0.050000, -0.050000, 0.715965, nan, -66.376778, -54.618366, -524.059753, -15.144808, -134.520477, -386.442078, 71.968773, 178.372406, -912.873413, 33.396393, -41.409836, -447.717560, -14.419228, -31.658751, -371.865814, 1.016083, 27.302361, -1099.873535
