m_clock,x,y,z,q_x,q_y,q_z,q_w,rf_s,rr_s,fl_s,rl_s,lr_d,rr_d,fl_d,fr_d,rm_d,lm_d,lb_rot,rb_rot,ld_rot,rd_rot,slip,slow_slip,wrf_x,wrf_y,wrf_z,wrc_x,wrc_y,wrc_z,wrb_x,wrb_y,wrb_z,wlf_x,wlf_y,wlf_z,wlc_x,wlc_y,wlc_z,wlb_x,wlb_y,wlb_z
10.000200, 0.101992, 0.076848, 0.136834, -0.002330, 0.025846, 0.033668, 0.999096, -0.000000, -0.000000, -0.000000, -0.000000, 0.152091, 0.152091, 0.152091, 0.152091, 0.152091, 0.152091, 0.014894, 0.029816, -0.050000, -0.050000, 0.763057, nan, 156.076828, -18.055222, -309.381836, 313.811920, 6.043217, -562.376831, 211.573151, -53.129005, -921.663513, 148.479599, -35.636585, -563.768677, 221.454391, -5.333447, -436.391205, 299.924713, 13.499588, -1116.439209
11.000100, 0.115897, 0.078253, 0.136267, -0.003337, 0.025427, 0.032899, 0.999130, -0.000000, -0.000000, -0.000000, -0.000000, 0.152091, 0.152091, 0.152091, 0.152091, 0.152091, 0.152091, 0.016243, 0.035321, -0.050000, -0.050000, 0.537889, nan, 113.068916, 9.666189, -414.090454, 177.386261, 2.693074, -341.899353, 338.409821, -9.870081, -1293.358398, 206.690201, 22.743546, -589.615967, 100.905273, 17.124554, -250.607224, 356.310638, 0.938143, -1321.071777
12.000300, 0.131872, 0.080077, 0.137349, -0.002967, 0.025729, 0.033267, 0.999111, -0.000000, -0.000000, -0.000000, -0.000000, 0.152091, 0.152091, 0.152091, 0.152091, 0.152091, 0.152091, 0.015680, 0.034885, -0.050000, -0.050000, 0.671100, 0.671500, 176.896210, -13.335567, -579.061646, 131.412125, -5.569728, -333.249634, 363.942444, 9.663456, -743.595032, 118.608803, 3.463233, -440.438080, 155.712921, 12.896648, -305.615936, 559.932129, 22.462801, -1057.051758
13.000200, 0.142571, 0.081312, 0.140488, -0.003222, 0.025283, 0.033383, 0.999118, -0.000000, -0.000000, -0.000000, -0.000000, 0.152091, 0.152091, 0.152091, 0.152091, 0.152091, 0.152091, 0.018309, 0.037349, -0.050000, -0.050000, 0.728344, nan, 177.351410, -31.224598, -365.414124, 79.013199, 11.482501, -186.607040, 326.752319, -72.603722, -1361.204956, 202.804230, -59.979393, -405.899231, 219.578003, -33.696117, -588.941284, 269.672852, -26.881453, -535.499451
14.000100, 0.154473, 0.083104, 0.143220, -0.003346, 0.024834, 0.033514, 0.999124, -0.000000, -0.000000, -0.000000, -0.000000, 0.152091, 0.152091, 0.152091, 0.152091, 0.152091, 0.152091, 0.018917, 0.038615, -0.049825, -0.050000, 0.698650, nan, 72.379227, 0.840819, -129.336807, 140.361954, -7.919960, -328.174103, 347.039490, -47.156399, -795.209229, 128.624405, 13.412343, -367.853699, 223.706177, -10.354572, -702.410645, 155.151108, -50.170311, -1087.426147
15.000300, 0.173478, 0.085380, 0.142369, -0.002758, 0.025194, 0.033790, 0.999108, -0.000000, -0.000000, -0.000000, -0.000000, 0.152091, 0.152091, 0.152091, 0.152091, 0.152091, 0.152091, 0.016999, 0.033810, -0.050000, -0.050000, 0.535456, nan, 144.231949, -42.718166, -123.408257, 135.682892, -32.550488, -452.289276, 203.436035, -2.580938, -1451.308105, 245.033936, -68.084198, -605.679504, 198.668106, -45.530167, -485.738831, 304.499786, -16.143183, -982.578918
16.000200, 0.187494, 0.087228, 0.146332, -0.001878, 0.026402, 0.033947, 0.999073, -0.000000, -0.000000, -0.000000, -0.000000, 0.152091, 0.152091, 0.152091, 0.152091, 0.152091, 0.152091, 0.013506, 0.023393, -0.050000, -0.050000, 0.713191, 0.631934, 173.296768, 5.982905, -384.482605, 211.806458, 0.635995, -364.129913, 271.066132, -21.540634, -671.664368, 138.951996, -44.832260, -411.667847, 127.983925, -22.383127, -367.799225, 394.960846, -9.751827, -1099.226929
17.000100, 0.201030, 0.089133, 0.148599, -0.001843, 0.026484, 0.034085, 0.999066, -0.000000, -0.000000, -0.000000, -0.000000, 0.152091, 0.152091, 0.152091, 0.152091, 0.152091, 0.152091, 0.011477, 0.018214, -0.050000, -0.050000, 0.861703, nan, 165.083801, -1.655372, -486.187714, 252.465515, -4.463821, -439.317017, 216.219788, 1.590787, -1207.592651, 128.022095, -10.176421, -530.264526, 188.057144, -12.047978, -373.014496, 362.262848, -9.031279, -1341.746948
18.000300, 0.201403, 0.090066, 0.154320, -0.001869, 0.027878, 0.034172, 0.999025, -0.000000, -0.000000, -0.000000, -0.000000, 0.152091, 0.152091, 0.152091, 0.152091, 0.152091, 0.152091, 0.016045, 0.023378, -0.050000, -0.050000, 0.875550, nan, 199.279297, -7.391634, -595.211548, 232.267731, 14.467412, -421.884277, 231.892166, -44.424309, -927.172607, 163.351105, -9.229505, -373.149139, 258.601746, -10.788580, -444.433594, 238.286026, -6.872576, -1191.760132
19.000200, 0.200374, 0.090678, 0.158843, -0.001622, 0.027776, 0.033946, 0.999036, -0.000000, -0.000000, -0.000000, -0.000000, 0.152091, 0.152091, 0.152091, 0.152091, 0.152091, 0.152091, 0.020377, 0.025060, -0.050000, -0.050000, 0.908834, nan, 213.891464, -4.117561, -380.446472, 204.661514, 31.580328, -527.112366, 246.820190, -13.665390, -1025.062744, 216.345963, 16.033422, -534.957825, 165.367355, -11.881053, -411.154175, 320.098724, -28.589357, -942.923523
