SCLK,SCLK_REL,ROVER_X [METERS],ROVER_Y [METERS],ROVER_Z [METERS],QUAT_X,QUAT_Y,QUAT_Z,QUAT_C,LF_DRIVE,LM_DRIVE,LR_DRIVE,RF_DRIVE,RM_DRIVE,RR_DRIVE,LF_STEER [RADIANS],LR_STEER [RADIANS],RF_STEER [RADIANS],RR_STEER [RADIANS],SLIP,LM_DRIVE_ANG_VEL,RM_DRIVE_ANG_VEL,LEFT_DIFFERENTIAL,RIGHT_DIFFERENTIAL
808084878.972369,13.639558911323547,-0.031006,0.060719,-0.016896,-0.058703,0.167131,0.763884,0.620566,-0.27031719003639404,-0.1402293123963431,-0.25551030224244187,-0.5715687338970383,-0.5447242969482886,-0.5555755849538855,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.03766830592947039,-0.1639089780091127,-0.0126774739474058,-0.0003895556146744
808084879.097349,13.764539003372192,-0.032092,0.062982,-0.01755,-0.058766,0.166612,0.763314,0.621401,-0.2797823103188363,-0.14483759663231408,-0.2643292822169485,-0.592536855757487,-0.5651811618977831,-0.5764514587998519,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.03687214627892366,-0.1636809880211341,-0.0126774739474058,-0.0003895556146744
808084879.222328,13.889517903327942,-0.03317,0.065244,-0.018201,-0.058838,0.166299,0.762915,0.621968,-0.2892828539652328,-0.14946723156066355,-0.2731481780737112,-0.6135544500705237,-0.5856734149713247,-0.597312954814015,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.0370433323544107,-0.16396570205688477,-0.0126774739474058,-0.0003895556146744
808084879.347332,14.014521956443787,-0.034244,0.067508,-0.018851,-0.059541,0.166554,0.762609,0.622207,-0.29877825876491215,-0.1540479126147715,-0.28197591964789126,-0.6346332283607126,-0.6061697824111434,-0.6181217451227212,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.036644260245409,-0.16396562294523434,-0.0126774739474058,-0.0003895556146744
808084879.472365,14.139554977416992,-0.035312,0.069766,-0.019506,-0.059866,0.166405,0.762114,0.622822,-0.30824028796604347,-0.15873631354129708,-0.2908129396172967,-0.6556457890387719,-0.626677941851085,-0.6389922956914234,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.03749730183301183,-0.1640219462052072,-0.0126774739474058,-0.0003895556146744
808084879.597321,14.264510989189148,-0.036381,0.072036,-0.020166,-0.0599,0.166287,0.761768,0.623274,-0.3176965142425842,-0.16340770506403143,-0.29951657742174115,-0.6766595818399992,-0.6472019673933573,-0.6597859699645596,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.037384287930477066,-0.16425000487127983,-0.0126774739474058,-0.0003895556146744
808084879.722341,14.389530897140503,-0.037441,0.074297,-0.020822,-0.059877,0.166016,0.761275,0.62395,-0.32715050207332297,-0.16801037849835154,-0.30829576768078937,-0.697748103226445,-0.6676938207698413,-0.680618806314726,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.036815524101257546,-0.16390872231690734,-0.0126774739474058,-0.0003895556146744
808084879.847324,14.514513969421387,-0.038494,0.076554,-0.021477,-0.060195,0.166125,0.760849,0.62441,-0.33658030086303364,-0.1726187639180949,-0.3170935507297656,-0.7187878032612502,-0.6881582727463069,-0.701417022982298,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.03687207663919939,-0.16373778947019588,-0.0126774739474058,-0.0003895556146744
808084879.972475,14.639665007591248,-0.039544,0.078816,-0.022135,-0.060396,0.1662,0.76049,0.624807,-0.34609394988029857,-0.1772689313065143,-0.32599569161089903,-0.7398201875336099,-0.7087142500748769,-0.7222858615538144,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.03715644277842901,-0.16424935525241444,-0.0126774739474058,-0.0003895556146744
808084880.097269,14.764459013938904,-0.040594,0.081086,-0.022796,-0.06021,0.165761,0.759988,0.625552,-0.3555663396821273,-0.1818987733594497,-0.3348085901790796,-0.7607925704620584,-0.7291832264523919,-0.7431165639721939,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.037099875133725556,-0.16402211113001436,-0.0126774739474058,-0.0003251161210271402
808084880.222312,14.889501929283142,-0.041639,0.083356,-0.023456,-0.060337,0.165798,0.759593,0.62601,-0.3649865105592198,-0.18651642183297662,-0.34367463511119917,-0.7818067939233515,-0.7497144300511991,-0.7639247315415787,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.03692850939067365,-0.16419325750911692,-0.0126774739474058,6.458963326451762e-05
808084880.347322,15.014511942863464,-0.042674,0.085618,-0.024114,-0.060445,0.165932,0.75928,0.626343,-0.37441127018439596,-0.19119690258077066,-0.3525383471761074,-0.8028155278906297,-0.7701832987950183,-0.7847700101473265,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.037440846646950424,-0.16373783313500292,-0.012741181725711904,0.0003895883855875
808084880.472356,15.139545917510986,-0.043714,0.087894,-0.024776,-0.060334,0.165794,0.758814,0.626956,-0.3838804704658116,-0.19584271036212894,-0.3614037581769196,-0.8238353179366413,-0.7907272012326416,-0.8056478150967905,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.03715636325610769,-0.16430656144090217,-0.013189262998627826,0.0003895883855875
808084880.597318,15.26450800895691,-0.044748,0.090171,-0.025439,-0.060091,0.165485,0.758404,0.627556,-0.3933726702971967,-0.20048585964802612,-0.37024287413666457,-0.8448644208172027,-0.8112451208240827,-0.8264851439320182,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.03715646266937278,-0.1641931513311796,-0.0138299670070409,0.0004541805794644098
808084880.722347,15.38953697681427,-0.045775,0.092443,-0.026097,-0.060125,0.16562,0.757997,0.628009,-0.4028344176306291,-0.20513149135069847,-0.37900127640625664,-0.8658407490929676,-0.8317100221765941,-0.8473691418591898,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.037156442881079464,-0.16368127885258313,-0.0138299670070409,0.0007791604148223
808084880.847157,15.514346957206726,-0.046796,0.094712,-0.026756,-0.060213,0.165609,0.757535,0.628561,-0.4123076325452643,-0.20976897630086452,-0.38784379414568093,-0.8868088550948414,-0.8521815396961756,-0.8682236125911231,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.03715636310160305,-0.16402147853248847,-0.0138299670070409,0.0007791604148223
808084880.97231,15.63949990272522,-0.047814,0.096985,-0.027416,-0.06019,0.165421,0.757002,0.629254,-0.42192116177540123,-0.21441921704898448,-0.3966749711930504,-0.907805953756622,-0.8727308632317659,-0.8891568617234498,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.03715646266937278,-0.16419368677626295,-0.0138299670070409,0.0007791604148223
808084881.097341,15.764530897140503,-0.048831,0.099268,-0.028079,-0.059991,0.165053,0.756486,0.62999,-0.4313759885902755,-0.21906492405210534,-0.40549754794199083,-0.9288110900731681,-0.893196054277098,-0.9100056938690955,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.03715644288719657,-0.16368094280173626,-0.0138937330379018,0.0009084874584525358
808084881.222311,15.889500975608826,-0.049834,0.101539,-0.028735,-0.060095,0.165038,0.75602,0.630543,-0.4407977310049205,-0.22370129399988053,-0.4143158461830012,-0.949777529419407,-0.913679797249415,-0.930872831448255,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.037099840254564725,-0.16390917908808958,-0.014277805899196114,0.001687444933964089
808084881.347322,16.014511942863464,-0.050836,0.103814,-0.029394,-0.059986,0.165049,0.755681,0.630957,-0.4502934234068902,-0.22831070569677078,-0.42313700480707434,-0.9707864236578417,-0.9341417447344612,-0.951718269024127,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.03687205849308561,-0.1636812188115199,-0.014662003647765971,0.0023374482989311
808084881.472357,16.139546990394592,-0.051834,0.10609,-0.030051,-0.059563,0.164873,0.755425,0.631349,-0.4599333554783697,-0.2329565657727243,-0.4319669419776346,-0.991785166171212,-0.9546431543644757,-0.9725891734474317,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.037156462669372115,-0.16396530440723475,-0.015173906228994803,0.0023374482989311
808084881.597306,16.264495968818665,-0.052833,0.108378,-0.03071,-0.059517,0.16447,0.755058,0.631897,-0.4693961065305529,-0.23759922535589334,-0.44082632640481734,-1.0127196288590312,-0.9751304914561844,-0.9933817222890865,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.03715644290753636,-0.16396562300954087,-0.0161349531263113,0.002466557629022123
808084881.722339,16.38952898979187,-0.053825,0.110657,-0.031365,-0.059256,0.164301,0.754705,0.632388,-0.4789078375355871,-0.24224499770018323,-0.44967752332436817,-1.0337748082112057,-0.9956386321309195,-1.014209671904041,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.03715636324011941,-0.164021796123202,-0.0161349531263113,0.0031165922991931
808084881.847321,16.514510989189148,-0.054813,0.112942,-0.032018,-0.059377,0.164381,0.75431,0.632827,-0.48843711370119536,-0.24688182207228238,-0.4584610937972115,-1.0548072614978992,-1.0161668976686542,-1.0349721551067432,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.037099937546687486,-0.16424977706175017,-0.0161349531263113,0.0031165922991931
808084881.972361,16.639550924301147,-0.055795,0.115222,-0.032672,-0.059158,0.164099,0.754068,0.633208,-0.4979067468464109,-0.2514923234806758,-0.4672913771917422,-1.0757783432970882,-1.0366621274257568,-1.0558223948914929,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.03687223129365628,-0.1639094721118083,-0.0161349531263113,0.0032460442138437413
808084882.097342,16.76453197002411,-0.056775,0.117504,-0.033325,-0.059157,0.164015,0.753756,0.633602,-0.5074004042149909,-0.2561361621415585,-0.4761459610721772,-1.0967395484581175,-1.057126250178726,-1.0766984777380912,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.03715634346008301,-0.16373781027829493,-0.0161349531263113,0.0038957365322858
808084882.222309,16.889498949050903,-0.057754,0.119792,-0.033978,-0.059217,0.163846,0.753457,0.633996,-0.5168574604543323,-0.2607794830746002,-0.4849640206906542,-1.1177054672893973,-1.0776449292926598,-1.0975650584657615,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.03715638298374902,-0.16419280736180986,-0.0161349531263113,0.0038957365322858
808084882.347321,17.014510989189148,-0.058728,0.122076,-0.03463,-0.059156,0.163637,0.753036,0.634555,-0.5263249839680384,-0.2654244982377918,-0.49378527494184254,-1.1387074747394763,-1.0981070520033427,-1.1184177913776239,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.03715654234628048,-0.16368121572973995,-0.0161349531263113,0.0038957365322858
808084882.472359,17.139548897743225,-0.059698,0.124363,-0.035282,-0.05926,0.163579,0.752696,0.634964,-0.5358299884264852,-0.2700704497135575,-0.5026083147176905,-1.1596923766910547,-1.1186160107608885,-1.1393247127125505,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.037156343460082564,-0.1640219273875325,-0.0161349531263113,0.0038957365322858
808084882.597307,17.26449692249298,-0.060661,0.126644,-0.035932,-0.059357,0.163418,0.752309,0.635455,-0.54532114757626,-0.2747130663744883,-0.5114250617148173,-1.1807332429384587,-1.1391387287849284,-1.1601241059520362,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.03715638298587725,-0.16425003968764246,-0.0161349531263113,0.0038957365322858
808084882.722354,17.389544010162354,-0.061626,0.128937,-0.036586,-0.059663,0.163323,0.751882,0.635955,-0.5547842661525806,-0.2793593837762671,-0.520248789020286,-1.2018049477833301,-1.1596491909294855,-1.1809969836884875,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.03715654229440206,-0.1640219098807582,-0.0161349531263113,0.0038957365322858
808084882.847313,17.514503002166748,-0.062584,0.131226,-0.03724,-0.059734,0.163125,0.751638,0.636288,-0.5642336535917138,-0.2839953435709503,-0.5290662601984195,-1.2229328675625768,-1.1801807831216138,-1.2017841761589807,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.03709984948118131,-0.164306640625,-0.0161349531263113,0.0038957365322858
808084882.972366,17.63955593109131,-0.063538,0.133513,-0.037894,-0.059644,0.162819,0.751606,0.636413,-0.5736687436794909,-0.2886063250607265,-0.537876244749441,-1.2440341755883537,-1.2007136449409472,-1.2225868957502826,0.949960231781006,-0.9033016562461852,0.3792767524719238,-0.3467648923397064,0.0,-0.03687223905453506,-0.16419336992674602,-0.0161349531263113,0.0038957365322858
