SCLK,SCLK_REL,ROVER_X [METERS],ROVER_Y [METERS],ROVER_Z [METERS],QUAT_X,QUAT_Y,QUAT_Z,QUAT_C,LF_DRIVE,LM_DRIVE,LR_DRIVE,RF_DRIVE,RM_DRIVE,RR_DRIVE,LF_STEER [RADIANS],LR_STEER [RADIANS],RF_STEER [RADIANS],RR_STEER [RADIANS],SLIP,LM_DRIVE_ANG_VEL,RM_DRIVE_ANG_VEL,LEFT_DIFFERENTIAL,RIGHT_DIFFERENTIAL
808085208.175639,342.84282898902893,-2.227466,1.835757,-0.308233,0.003463,0.173041,0.904275,0.390298,-19.652176179064554,-16.639977584582084,-19.142581436608452,-9.68585289078328,-11.180106856725615,-9.957119146019977,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.14961589799772226,-0.1674302539392396,-0.16935904928146733,-0.0161349531263113,0.0022718556131648736
808085208.30069,342.96788001060486,-2.231431,1.839106,-0.30876,0.003531,0.173186,0.904242,0.390309,-19.67320561942688,-16.660957214386144,-19.163569734882913,-9.706854516876774,-11.201051429035942,-9.977950360260365,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.14990952504183339,-0.16776855990194217,-0.16748821438144113,-0.0161349531263113,0.0019478764152154
808085208.425682,343.09287190437317,-2.235386,1.842447,-0.309285,0.003294,0.173396,0.904389,0.389875,-19.69411973037495,-16.681955988551636,-19.18460338845398,-9.72779642768728,-11.222063891371365,-9.998920702748364,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.15020301325042637,-0.168001088169889,-0.16811060063120295,-0.0161349531263113,0.0019478764152154
808085208.550661,343.2178509235382,-2.239354,1.845792,-0.309813,0.00336,0.173366,0.904389,0.389889,-19.71519350642484,-16.702923532669956,-19.20559247154961,-9.748828088371738,-11.243110018533116,-10.01993099426909,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.1504964712287049,-0.16776851233431783,-0.16839728221870057,-0.0161349531263113,0.0019478764152154
808085208.675682,343.34287190437317,-2.24333,1.849144,-0.310342,0.003409,0.173209,0.904433,0.389855,-19.736197168971557,-16.72392751701409,-19.226702387477417,-9.769803309254712,-11.264163844069117,-10.040969706884425,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.15079002773541567,-0.16800367589389506,-0.168402338514634,-0.0161349531263113,0.0019478764152154
808085208.800707,343.467896938324,-2.247299,1.85249,-0.310869,0.003657,0.172996,0.904438,0.389938,-19.757186944421846,-16.744918555836193,-19.247677664854564,-9.790814261534251,-11.285210310161347,-10.06195286498405,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.1510835937590773,-0.1678946860383398,-0.16833801541306598,-0.0161349531263113,0.0019478764152154
808085208.925696,343.59288597106934,-2.251268,1.855838,-0.311393,0.003618,0.17302,0.904466,0.389863,-19.778242074899026,-16.766001082229195,-19.26869044380146,-9.811819795209885,-11.306215212258394,-10.083000517654002,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.1513770752498226,-0.16867501035833343,-0.168053961501089,-0.0161349531263113,0.0019478764152154
808085209.050674,343.71786391735077,-2.25524,1.859187,-0.311917,0.003725,0.172932,0.904406,0.390038,-19.79913810349899,-16.78703979112106,-19.289743628092765,-9.832815596329056,-11.3272188829078,-10.104039226545865,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.15167053070890826,-0.16833937120785156,-0.16805901580515004,-0.01632932180358891,0.0019478764152154
808085209.175698,343.84288799762726,-2.259207,1.862535,-0.31244,0.003999,0.172819,0.904348,0.390222,-19.82013519634529,-16.80803688396736,-19.310812076228103,-9.853791503464892,-11.348236759797144,-10.12507222718432,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.15196409449328735,-0.16794438959171692,-0.16811062991115858,-0.0172874461859464,0.0020794296158566875
808085209.300655,343.96784496307373,-2.263174,1.865886,-0.31296,0.003627,0.172913,0.904182,0.390566,-19.841071233531693,-16.828979991652886,-19.331726580530812,-9.874770115329738,-11.369264710770949,-10.146170724259719,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.15225750068815688,-0.1676025630959862,-0.16828154315905236,-0.0172874461859464,0.0027270202990621
808085209.425842,344.09303200244904,-2.267138,1.869239,-0.313485,0.00371,0.172886,0.904226,0.390476,-19.862145096438326,-16.850088745730318,-19.352679593148427,-9.895694739202552,-11.390282427048989,-10.16717384972344,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.1525514471099418,-0.16861772738428943,-0.16789051313075531,-0.0172874461859464,0.0027270202990621
808085209.550811,344.21800100803375,-2.271097,1.872585,-0.314008,0.003936,0.172742,0.904225,0.39054,-19.883154548231687,-16.87109819752368,-19.373596112653107,-9.916668571058835,-11.411362327162351,-10.188182671846334,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.15284488157575354,-0.1681172999261714,-0.168681026265123,-0.0172874461859464,0.0027270202990621
808085209.675755,344.34294497966766,-2.275065,1.875942,-0.31453,0.003934,0.172729,0.904157,0.390705,-19.904194612790885,-16.89213826208288,-19.394522650281946,-9.937694266013752,-11.432388022117266,-10.209216262665905,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.15313825726039837,-0.16839599609375,-0.1682809877095999,-0.0172874461859464,0.0027270202990621
808085209.800705,344.46789491176605,-2.279031,1.879299,-0.315051,0.004101,0.172793,0.904255,0.390446,-19.92521409712026,-16.91316483367882,-19.415520189260864,-9.958657578540622,-11.453358582984945,-10.230221681129478,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.1534316469405591,-0.1682799761698359,-0.16783171079410292,-0.0172874461859464,0.0027270202990621
808085209.925776,344.5929659605026,-2.282993,1.88265,-0.315571,0.004131,0.172759,0.904278,0.390408,-19.946162241427373,-16.93414074127213,-19.436532556457678,-9.979690648105134,-11.47440566296882,-10.251276033846809,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.1537253210096038,-0.16771193497777948,-0.1682809906567968,-0.01741765273603229,0.002925079100644072
808085210.050807,344.7179969549179,-2.286959,1.886003,-0.31609,0.003904,0.17295,0.904069,0.390809,-19.967174988199986,-16.955125759013754,-19.45751012897199,-10.000773726188529,-11.495382605277882,-10.272295902141195,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.15401890102878132,-0.16783852547730962,-0.16777393803162358,-0.0180557761341333,0.0038957365322858
808085210.175845,344.8430349826813,-2.29092,1.889356,-0.316613,0.004082,0.173003,0.904075,0.39077,-19.988188592713414,-16.97617452796112,-19.478515339840673,-10.021779566735859,-11.51639558011266,-10.293344508945667,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.15431249756266768,-0.16833893915218515,-0.16805267333985796,-0.0180557761341333,0.0038957365322858
808085210.30077,344.96796000003815,-2.294885,1.892714,-0.317134,0.004488,0.172967,0.904186,0.390526,-20.009181945886667,-16.997162031939297,-19.499468016436367,-10.042738884058053,-11.53738972481733,-10.314338653650339,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.1546058287415718,-0.16800080898305192,-0.1680539666822496,-0.0180557761341333,0.0038957365322858
808085210.425789,345.0929789543152,-2.298844,1.896064,-0.31765,0.00432,0.173183,0.904167,0.390476,-20.03019266919,-17.018136318481993,-19.520442302979063,-10.063749445645955,-11.558393170926138,-10.335356492432766,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.15489938048980714,-0.16776885284304666,-0.1680020940045943,-0.0180557761341333,0.0038957365322858
808085210.550609,345.21779894828796,-2.302809,1.899417,-0.31817,0.004281,0.173402,0.904186,0.390335,-20.05116257942791,-17.039113283772167,-19.54141958895343,-10.084711508872715,-11.579313172567709,-10.356368464255867,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.15519246506772033,-0.16805773356109066,-0.16760136718267346,-0.0180557761341333,0.003830237412024911
808085210.675771,345.34296095371246,-2.306773,1.902766,-0.31869,0.004708,0.173418,0.90429,0.390082,-20.072146308639276,-17.06014646163021,-19.562454030319714,-10.105681982931856,-11.600240837240563,-10.37741681589705,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.15548635270833833,-0.16804762584865746,-0.16720461294844016,-0.01792560035898201,0.0035061642993241
808085210.800801,345.46799099445343,-2.310736,1.906114,-0.319205,0.004284,0.173759,0.90422,0.390098,-20.09308760647764,-17.08115904812803,-19.5834650326251,-10.126722140335005,-11.621253261931088,-10.398499737150814,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.1557799304882333,-0.168060302734375,-0.16805900858704897,-0.0172874461859464,0.003440066691738855
808085210.925766,345.5929559469223,-2.314702,1.909462,-0.319726,0.004291,0.173952,0.904268,0.389899,-20.114089254220744,-17.102160695871135,-19.60447378812387,-10.147666346175354,-11.642246848511604,-10.419486215975667,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.15607335543709422,-0.168060302734375,-0.16799579534706566,-0.017157301501237336,0.0029846155406114284
808085211.050772,345.7179619073868,-2.318671,1.912809,-0.320248,0.004546,0.17393,0.904422,0.389548,-20.1350903608527,-17.12316180250309,-19.625517181597388,-10.168553404904744,-11.663205199338336,-10.44036640800732,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.15636687667510482,-0.16800084215123845,-0.16765881201870472,-0.0165191181004047,0.0023374482989311
808085211.175788,345.84297800064087,-2.32263,1.916144,-0.320764,0.004748,0.17396,0.904507,0.389335,-20.1560641672404,-17.144149839208694,-19.64651287034212,-10.189485082511965,-11.684143992104508,-10.461078528911457,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.15666042170549252,-0.16788267941588772,-0.16748877861360478,-0.0165191181004047,0.0023374482989311
808085211.300776,345.9679659605026,-2.326589,1.919475,-0.321278,0.00434,0.173935,0.904458,0.389466,-20.177062247263166,-17.165217935485998,-19.66744710776038,-10.21046206952451,-11.70514871451087,-10.48200533197996,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.15695390067704496,-0.16856100620097045,-0.16805396639479853,-0.016454014825361764,0.0023374482989311
808085211.425765,346.092954993248,-2.330558,1.922818,-0.321798,0.004309,0.17398,0.904324,0.389758,-20.19804604521232,-17.186195887050417,-19.688467017313084,-10.231502614758938,-11.726154247659906,-10.502981860960972,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.1572473821677903,-0.167838338321705,-0.16805901035998064,-0.0161349531263113,0.0023374482989311
808085211.550801,346.21799099445343,-2.334528,1.926164,-0.32232,0.004734,0.173781,0.904412,0.389637,-20.219130602565205,-17.2072443295001,-19.709564553038945,-10.252530603823288,-11.7471670437335,-10.524030933745054,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.15754097394320124,-0.16833905632585225,-0.168053967425492,-0.0161349531263113,0.002205253103512473
808085211.675778,346.34296798706055,-2.338511,1.92952,-0.322837,0.004651,0.173483,0.904399,0.389801,-20.2401181431851,-17.228218906995608,-19.730637908549397,-10.273611862998225,-11.768163279884902,-10.545026539661196,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.15783442716300436,-0.16782751015176653,-0.16800081129658306,-0.0161349531263113,0.0015583044150844
808085211.800803,346.46799290180206,-2.342479,1.932867,-0.323354,0.004137,0.17309,0.904275,0.390268,-20.261051464214688,-17.24908806435633,-19.751642189765334,-10.294658276069638,-11.789131288965109,-10.566002460945128,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.15812799290675564,-0.16691998873878278,-0.16771064490271545,-0.0161349531263113,0.0015583044150844
808085211.925876,346.59306597709656,-2.346437,1.936211,-0.323873,0.003653,0.173302,0.904196,0.390363,-20.28203611684512,-17.270115027946304,-19.77264019759241,-10.315684447807143,-11.810108167430371,-10.587021487990569,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.15842167173427574,-0.16811742687597017,-0.16771697998046875,-0.0161349531263113,0.0015583044150844
808085212.050766,346.7179559469223,-2.350404,1.939563,-0.324399,0.003906,0.173133,0.904337,0.390107,-20.303016472636955,-17.291131460226097,-19.79369302943996,-10.336715418678068,-11.831068713050627,-10.608017641883636,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.15871492061954612,-0.168279584894746,-0.16783209772170601,-0.0161349531263113,0.0015583044150844
808085212.175797,346.8429869413376,-2.354372,1.942912,-0.324921,0.004211,0.172764,0.904239,0.390495,-20.32399436549531,-17.312107768815622,-19.814669338029486,-10.357763019364938,-11.852116313737497,-10.629057962633851,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.15900850063872365,-0.16776886953208667,-0.16833906492786818,-0.0161349531263113,0.0015583044150844
808085212.300873,346.9680629968643,-2.358338,1.946267,-0.325439,0.003783,0.172879,0.904205,0.390528,-20.3450143605387,-17.333128088572266,-19.83568218938126,-10.378776033073336,-11.873129165089269,-10.650042484626283,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.15930218646400174,-0.168060302734375,-0.16800059182615312,-0.0161349531263113,0.0015583044150844
808085212.425892,347.09308195114136,-2.362297,1.949616,-0.325962,0.003517,0.173008,0.904289,0.390279,-20.366023501206655,-17.354138486873126,-19.856656512070913,-10.399758297135124,-11.894110637833363,-10.671059566666372,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.1595957382122371,-0.1680577031087695,-0.1678263337381562,-0.0161349531263113,0.001624685496100374
808085212.550876,347.21806597709656,-2.366263,1.952965,-0.326488,0.003591,0.173065,0.904252,0.390338,-20.387020884994854,-17.37514175776596,-19.877668510001968,-10.420790654918164,-11.915157609759262,-10.692106376212905,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.15988920794674902,-0.16804764234720945,-0.16839729529471267,-0.016200363784331973,0.0019478764152154
808085212.675767,347.3429569005966,-2.370232,1.956319,-0.327014,0.003641,0.17306,0.904137,0.390607,-20.407973691839288,-17.39613807225396,-19.898692533392023,-10.441744091510373,-11.936182262897093,-10.71313039960296,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.16018245907130194,-0.1681172170048998,-0.16834412420547412,-0.0165191181004047,0.0019478764152154
808085212.800801,347.46799099445343,-2.374201,1.959675,-0.327539,0.003734,0.173066,0.904167,0.390534,-20.428979839984095,-17.41719331303466,-19.91970580105772,-10.462756567048928,-11.957194738435646,-10.734143505461361,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.16047604636814777,-0.16839599609375,-0.16805396744520437,-0.01658429799675428,0.0019478764152154
808085212.925614,347.5928039550781,-2.378164,1.963028,-0.328064,0.003671,0.173189,0.904245,0.390298,-20.449920781022225,-17.43818982490484,-19.94068158424488,-10.483725293503083,-11.978163464889803,-10.755118817542098,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.16076911443135217,-0.16822381077326995,-0.16800119434077737,-0.016903281211853,0.0020789057659515667
808085213.05077,347.71796000003815,-2.382126,1.966374,-0.328588,0.003635,0.173314,0.904186,0.390381,-20.470952957239206,-17.459152191247995,-19.96172086957813,-10.504722564783151,-11.999167845286138,-10.776152418776292,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.1610629880764542,-0.16748984317818327,-0.16782553653755827,-0.016968366168482484,0.0027270202990621
808085213.175791,347.8429809808731,-2.386093,1.969727,-0.329115,0.003691,0.173467,0.90406,0.390604,-20.491964021126478,-17.480163255135267,-19.982766786019056,-10.525726350780133,-12.020206483836771,-10.797177084609755,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.16135654458316495,-0.168060302734375,-0.16828086302095574,-0.017352595623391254,0.0027270202990621
808085213.300771,347.96796095371246,-2.390056,1.973079,-0.329641,0.003856,0.173528,0.904028,0.390649,-20.512967870041393,-17.501167104050182,-20.00377095809017,-10.546687452804692,-12.04116047642492,-10.818251578067247,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.16165000480072605,-0.16805771707050324,-0.1676588025433681,-0.0176716111600399,0.0027270202990621
808085213.425765,348.092954993248,-2.394017,1.97643,-0.330166,0.003864,0.173616,0.904035,0.390592,-20.533972821973293,-17.52216494854656,-20.024777494214504,-10.56765028353493,-12.062095723889797,-10.839257322095364,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.16194349804770475,-0.16799076639498997,-0.16748996626296794,-0.0176716111600399,0.0027930057061544486
808085213.550807,348.2179969549179,-2.397978,1.979781,-0.330691,0.003667,0.173784,0.904013,0.390573,-20.55498741190604,-17.543137239017597,-20.045784638919944,-10.588621943717044,-12.083110151969775,-10.860279033549887,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.16223710381863163,-0.16772202059975252,-0.16805900834673707,-0.0176716111600399,0.0031165922991931
808085213.675769,348.34295892715454,-2.401939,1.983131,-0.331219,0.003711,0.17385,0.904007,0.390555,-20.575988558790417,-17.564101962110726,-20.06675647076918,-10.609587297069083,-12.10411761578871,-10.881314859019767,-8.522106395410581e-05,4.26105319770029e-05,0.00034088425581672323,-0.00012783160320720116,0.1625305217697346,-0.16776882373006954,-0.16811085358955236,-0.0176716111600399,0.0031165922991931
808085213.790627,348.45781695842743,-2.405904,1.986484,-0.331747,0.003784,0.173869,0.904061,0.390421,-20.595287761761938,-17.58340116508225,-20.08609439919019,-10.62888579211449,-12.123459248374274,-10.900617142415287,-3.537967767738197e-10,1.7689838839368612e-10,1.4151871070952789e-09,-5.306951953625363e-10,0.16280021508203274,-0.1680265868885715,-0.16839599609375,-0.017000029021623692,0.003000005038179878
808085213.800676,348.4678659439087,-2.405904,1.986484,-0.331747,0.003784,0.173869,0.904061,0.390421,-20.596973070591048,-17.58508647391136,-20.087783234732346,-10.630571177611275,-12.125151457294123,-10.902305977957441,-8.521811947816465e-05,4.260905973903232e-05,0.00034087247791295854,-0.00012782718649303803,0.16282381068218055,-0.1677093505859375,-0.16839599609375,-0.017059217140752068,0.0030102801486972235
808085213.925653,348.5928429365158,-2.409871,1.989837,-0.332274,0.00383,0.17386,0.904078,0.390386,-20.617947341852414,-17.606046605535084,-20.108772444951686,-10.651510410566516,-12.14619001263418,-10.923316718988644,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.16311726390198367,-0.16771192190241946,-0.16833942713116112,-0.0176716111600399,0.0031165922991931
808085214.050706,348.71789598464966,-2.413829,1.993182,-0.3328,0.003815,0.17393,0.904107,0.390288,-20.638991277039167,-17.627027844646364,-20.129717528383484,-10.672377668590343,-12.167206304678984,-10.94436790288455,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.16341089570457018,-0.167778710110464,-0.16805901462161166,-0.0176716111600399,0.0031165922991931
808085214.175787,348.84297692775726,-2.417794,1.99653,-0.333327,0.003658,0.174053,0.904161,0.39011,-20.65998307377595,-17.648047400627547,-20.1507383461485,-10.693370257919014,-12.18823376805085,-10.965395527956389,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.16370459300617135,-0.16804762947062923,-0.1681108476594703,-0.0176716111600399,0.0031165922991931
808085214.300904,348.9680939912796,-2.421762,1.99988,-0.333855,0.003802,0.174055,0.904207,0.39,-20.68103797812364,-17.669074612200347,-20.171763973772613,-10.714439470459185,-12.209295826494783,-10.986458215781568,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.16399837512059912,-0.168060302734375,-0.16833881687266775,-0.0176716111600399,0.002983755089149347
808085214.425891,349.09308099746704,-2.425734,2.003231,-0.334382,0.004046,0.174064,0.904187,0.390041,-20.70200852464768,-17.690072491575847,-20.192769327870337,-10.735472319902328,-12.230301018098544,-11.007469928532373,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.16371440657843064,-0.16800049873992554,-0.16805900264752494,-0.0176716111600399,0.0023374482989311
808085214.550845,349.2180349826813,-2.429702,2.006579,-0.334907,0.003807,0.174313,0.904118,0.390092,-20.723000870657412,-17.711014174714364,-20.21376167388007,-10.756429062796087,-12.25129273507082,-11.028497248620623,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.16342729899365743,-0.1675951599511811,-0.16799557802246554,-0.017540980355498444,0.0023374482989311
808085214.675713,349.34290289878845,-2.43366,2.009919,-0.335433,0.003551,0.17452,0.904096,0.390052,-20.743949799994876,-17.731893449286872,-20.23472478311305,-10.777377992133554,-12.272242455939706,-11.049446808354332,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.16314038917043144,-0.16721088349537624,-0.16777505000487472,-0.016903281211853,0.0023374482989311
808085214.80091,349.4680999517441,-2.437623,2.013262,-0.335964,0.003233,0.174839,0.904163,0.389757,-20.764990129338912,-17.752933778630904,-20.255835181178554,-10.798425802851852,-12.293282947922307,-11.07047935170067,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.000127831735881,0.16285272308732746,-0.16805770461297811,-0.16805900367366236,-0.016903281211853,0.0023374482989311
808085214.925876,349.59306597709656,-2.441598,2.016611,-0.336499,0.00323,0.174924,0.904161,0.389723,-20.785983230627608,-17.773919410468807,-20.27682986453874,-10.819462274097532,-12.314283984938811,-11.09144558314438,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.00012783185773317676,0.16256558783785027,-0.16793069779334496,-0.1680539727279343,-0.016903281211853,0.0022047857253701736
808085215.050935,349.7181249856949,-2.445562,2.01995,-0.337034,0.003274,0.175053,0.904078,0.389858,-20.80698019749616,-17.79487281326874,-20.297812176746447,-10.840471610316856,-12.335279457792238,-11.112433728667384,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.0001704423048067,0.16227823894016413,-0.16754812815790002,-0.16788452978114762,-0.016706505498937894,0.0015583044150844
808085215.175896,349.8430860042572,-2.449532,2.023294,-0.337569,0.002998,0.17552,0.904189,0.389391,-20.828050778443867,-17.815908597047383,-20.318804430251475,-10.8614223810182,-12.356151738518747,-11.13325595601782,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.0001704423048067,0.1619911151948213,-0.16833876692636662,-0.16703033447267046,-0.015423427747659634,0.0009607609993484929
808085215.300587,349.9677770137787,-2.453493,2.026624,-0.338108,0.003193,0.17469,0.9047,0.388576,-20.849006387252302,-17.836864205855818,-20.339732276494033,-10.882321042585318,-12.37700054313609,-11.154034348983258,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.0001704423048067,0.1617046118510082,-0.168060302734375,-0.1672037518771571,-0.013959012013293226,-0.002013274326196846
808085215.425768,350.0929579734802,-2.457465,2.029953,-0.338639,0.004669,0.174802,0.904411,0.389182,-20.87003690568963,-17.857902155839838,-20.36081935733091,-10.903451262449382,-12.398052871547407,-11.175079407403246,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.0001704423048067,0.16141698274547883,-0.168060302734375,-0.16817516387085352,-0.0145982960239052,-0.002337415702641
808085215.550806,350.2179960012436,-2.461449,2.033303,-0.33916,0.004544,0.174812,0.904132,0.389828,-20.89101439701699,-17.878915760948075,-20.381888426503796,-10.924549486046999,-12.419115449792118,-11.196106340295046,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.0001704423048067,0.1611296820555937,-0.16805771399406022,-0.16844937993241618,-0.0145982960239052,-0.002337415702641
808085215.675767,350.3429569005966,-2.465414,2.036647,-0.339683,0.004364,0.174951,0.904268,0.389451,-20.912007932422057,-17.89990803578985,-20.402811020408993,-10.945429016484923,-12.440016627551811,-11.216993140355955,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.0001704423048067,0.1608425585841588,-0.16799074710937043,-0.16726174241628575,-0.0145982960239052,-0.002337415702641
808085215.800812,350.46800196170807,-2.469374,2.039979,-0.340205,0.004328,0.174924,0.904224,0.389565,-20.93297948219697,-17.92088796923963,-20.423798400843225,-10.966379959070764,-12.461081000267768,-11.237987013756536,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.0001704423048067,0.16055524173370403,-0.16777898513785539,-0.16845425583968068,-0.014533082263741658,-0.002205152107143207
808085215.925772,350.5929619073868,-2.47335,2.043327,-0.34073,0.004814,0.174715,0.904008,0.390155,-20.9539380171027,-17.94189462490067,-20.444841155367612,-10.987408332496672,-12.482152113700975,-11.259043746091265,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.0001704423048067,0.1602681204535328,-0.16810711261871833,-0.16862294008500608,-0.0142141319811344,-0.0015582715859636
808085216.050813,350.7180029153824,-2.477319,2.04668,-0.341251,0.005151,0.174882,0.904074,0.389923,-20.974916010669403,-17.962938043330723,-20.465882989619782,-11.008379832731407,-12.503158465849083,-11.279972316902787,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.0001704423048067,0.15998081291594868,-0.1682921368547623,-0.16799570384818177,-0.0142141319811344,-0.0015582715859636
808085216.175795,350.84298491477966,-2.481277,2.050019,-0.341766,0.004652,0.175338,0.90403,0.389825,-20.99591308232266,-17.98389157580459,-20.486836522093654,-11.02935583294311,-12.524120069339915,-11.300905569711178,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.0001704423048067,0.1596936409628048,-0.16765240254529395,-0.16771697998046875,-0.0142141319811344,-0.0013600356114404806
808085216.300876,350.96806597709656,-2.48524,2.053361,-0.342289,0.004341,0.175554,0.903838,0.390179,-21.016904960197277,-18.004855754181335,-20.50780816992119,-11.050411675953002,-12.545098287364455,-11.321926568531126,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.0001704423048067,0.15940624139214607,-0.16760473558843608,-0.16771697998048296,-0.0142141319811344,-0.0003895556146744
808085216.425776,351.0929659605026,-2.489207,2.05671,-0.342818,0.004705,0.175497,0.903883,0.390096,-21.037937617315038,-18.02590900604264,-20.52890493246741,-11.071394340947336,-12.566038862647472,-11.342916344642617,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.0001704423048067,0.1591192578876788,-0.1685608859759139,-0.16765875152230014,-0.014344338215563449,-0.0003895556146744
808085216.550874,351.21806395053864,-2.493179,2.060063,-0.343343,0.004987,0.175371,0.903901,0.390105,-21.058981861193388,-18.04689069282722,-20.549921469804758,-11.092368091662138,-12.586969664375827,-11.363925108274088,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.0001704423048067,0.1588318194220897,-0.16772201358743205,-0.16731525200628372,-0.0149824600666761,-0.00025690565313536554
808085216.675873,351.3430629968643,-2.497135,2.063403,-0.343863,0.004855,0.175561,0.903973,0.389855,-21.079918020823243,-18.067861670115235,-20.570892447092774,-11.113282495503881,-12.607862908988864,-11.384854590809482,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.0001704423048067,0.15854460830010755,-0.16776909828076894,-0.16714723213647112,-0.0149824600666761,0.0003895883855875
808085216.80063,351.4678199291229,-2.501094,2.066742,-0.344384,0.00467,0.175811,0.904023,0.389628,-21.10088470862684,-18.08882835791883,-20.59185175179664,-11.134128701542068,-12.628793826994297,-11.405777655401835,-8.52211524033e-05,4.26105762016e-05,0.0003408846096135,-0.0001704423048067,0.1582579534851925,-0.168060302734375,-0.1677735868179741,-0.0149824600666761,0.0003895883855875
