SCLK,SCLK_REL,ROVER_X [METERS],ROVER_Y [METERS],ROVER_Z [METERS],QUAT_X,QUAT_Y,QUAT_Z,QUAT_C,LF_DRIVE,LM_DRIVE,LR_DRIVE,RF_DRIVE,RM_DRIVE,RR_DRIVE,LF_STEER [RADIANS],LR_STEER [RADIANS],RF_STEER [RADIANS],RR_STEER [RADIANS],SLIP
781813328.800787,32.31132102012634,-203.395538,-248.431229,-83.598755,0.089138,0.081981,-0.887224,0.445159,-0.7609210324258129,-0.5809822236548712,-0.716037665712463,0.7592592445848254,0.5747184414847197,0.7232388604756466,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.10527209419109143
781813328.925817,32.43635106086731,-203.395538,-248.431229,-83.598755,0.089203,0.081767,-0.886487,0.446652,-0.7819331316129023,-0.5966240456607466,-0.7359842054199248,0.7802712945119197,0.5903528957251183,0.7431928068496063,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.1058966044379815
781813329.050577,32.561111092567444,-203.395538,-248.431229,-83.598755,0.089257,0.081535,-0.885755,0.448134,-0.8028998048976064,-0.6122321272268891,-0.75588034465909,0.8012379677966237,0.6059330524876714,0.7631314815953374,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.10651976602168829
781813329.175699,32.686233043670654,-203.395538,-248.431229,-83.598755,0.089308,0.081295,-0.88503,0.449596,-0.8239273009135673,-0.6278780811398406,-0.7758062547232498,0.8222581076853999,0.6216143379269852,0.7830926841284622,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.10714473534995334
781813329.30063,32.811164021492004,-203.395538,-248.431229,-83.598755,0.089382,0.081051,-0.884296,0.451069,-0.8449227027215329,-0.6434722979877279,-0.7957369905291216,0.8432256508017417,0.6372085157427136,0.8030307628318951,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.1077687507892914
781813329.425713,32.93624699115753,-203.395538,-248.431229,-83.598755,0.089464,0.08079,-0.883556,0.452546,-0.8659362867967957,-0.6591207415867757,-0.8156919741984439,0.864281870176228,0.6528496271821496,0.8230210209246707,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.10839352540989158
781813329.550632,33.06116604804993,-203.395538,-248.431229,-83.598755,0.089522,0.080513,-0.882823,0.454012,-0.8869018319688848,-0.6747487179581526,-0.8356208082111038,0.8852752686004237,0.6684423183930903,0.8429571985258235,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.10901748130560124
781813329.675775,33.18630909919739,-203.395538,-248.431229,-83.598755,0.089608,0.080241,-0.882076,0.455493,-0.907960755346494,-0.6904046780462068,-0.8555927692783598,0.9063063106056575,0.6840983174760709,0.8629570409654548,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.10964255602608856
781813329.80079,33.31132400035858,-203.395538,-248.431229,-83.598755,0.089708,0.079963,-0.881312,0.456999,-0.9289350360153321,-0.7060446449303299,-0.8755721186693108,0.9273084291409078,0.6997382454405852,0.8829011653955376,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.11026699065257056
781813329.92578,33.43631410598755,-203.395538,-248.431229,-83.598755,0.08981,0.07967,-0.880535,0.458524,-0.9499403849481495,-0.7216740767921124,-0.8955122873695132,0.9482859911776131,0.7153751102867432,0.90284133409574,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.1108913014283055
781813330.050682,33.56121599674225,-203.395538,-248.431229,-83.598755,0.089915,0.079369,-0.879753,0.460054,-0.9709309477630087,-0.7372646823178002,-0.9154383930945187,0.9693043673651117,0.7310009000975697,0.9227747901441035,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.11151517158119026
781813330.17565,33.68618404865265,-203.395538,-248.431229,-83.598755,0.090043,0.079074,-0.87899,0.461537,-0.9919325903738354,-0.7528987491668886,-0.9353750927873533,0.9902707429935163,0.7466350059773958,0.9427466972299497,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.11213937220121266
781813330.300768,33.811302065849304,-203.395538,-248.431229,-83.598755,0.09019,0.078787,-0.878244,0.462975,-1.012959464262849,-0.7685516163832062,-0.9553356677287184,1.0112975882284447,0.7622804442418101,0.9627072721713148,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.11276432188008033
781813330.425683,33.936217069625854,-203.395538,-248.431229,-83.598755,0.090327,0.078491,-0.877491,0.464424,-1.0339447712838137,-0.7841790466916336,-0.9752638551316865,1.0322903444761093,0.7778726861653809,0.9826428205579988,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.11338825753095634
781813330.550585,34.061119079589844,-203.395538,-248.431229,-83.598755,0.090468,0.078187,-0.876728,0.465886,-1.0549000587802766,-0.7997975628559288,-0.9951972971551868,1.0532808390003083,0.7934984908436036,1.0026042015920211,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.11401212827927738
781813330.675592,34.18612599372864,-203.395538,-248.431229,-83.598755,0.090629,0.077892,-0.875967,0.467334,-1.0759082817507988,-0.8154012017682817,-1.015175426878045,1.0742890619708305,0.8091374586064717,1.022547090925286,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.11463652301152837
781813330.800616,34.31115007400513,-203.395538,-248.431229,-83.598755,0.090789,0.077586,-0.875198,0.468791,-1.096919369075863,-0.8310423170876788,-1.0351209765990463,1.0953001492958947,0.824771196693689,1.0424999685254763,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.11526100348660423
781813330.925646,34.436179995536804,-203.395538,-248.431229,-83.598755,0.090946,0.077277,-0.874411,0.470279,-1.1179313599050147,-0.846684124098374,-1.0550675363526807,1.1163121401250462,0.8403777635897995,1.0624817786710992,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.11588551313805803
781813331.050641,34.56117498874664,-203.395538,-248.431229,-83.598755,0.091101,0.076965,-0.873627,0.471756,-1.1389375589360498,-0.8623142538344837,-1.07501578209758,1.1373110027943767,0.8560078542736846,1.0824227661587429,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.1165098483266806
781813331.17567,34.68620407581329,-203.395538,-248.431229,-83.598755,0.091257,0.076656,-0.872857,0.473199,-1.1599494095517002,-0.8779206857770987,-1.0949974506347644,1.1582949783201002,0.8716143252570419,1.1023764609467435,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.11713435381008042
781813331.300596,34.81113004684448,-203.395538,-248.431229,-83.598755,0.091418,0.07634,-0.872072,0.474663,-1.1809366879399477,-0.8935495271583136,-1.1149274267496594,1.1793248097278592,0.8872431275760846,1.122341669020443,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.11775834424109455
781813331.425594,34.93612802028656,-203.395538,-248.431229,-83.598755,0.091578,0.076025,-0.871276,0.476143,-1.2019080730105998,-0.9091800066734095,-1.1348761319056848,1.200324189280309,0.9028809768129804,1.1422904728785852,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.11838269431562422
781813331.550606,35.061140060424805,-203.395538,-248.431229,-83.598755,0.091729,0.075705,-0.870477,0.477623,-1.2229171369218648,-0.9247843290195874,-1.1548624213313587,1.221297937658619,0.9185205467631476,1.1622694173175887,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.11900711465163541
781813331.675606,35.186140060424805,-203.395538,-248.431229,-83.598755,0.091891,0.075378,-0.86967,0.479112,-1.2439240992339362,-0.9404223926951545,-1.1748321163843232,1.2423049781465352,0.9341513147983278,1.1822111254182346,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.11963147484858191
781813331.80067,35.31120407581329,-203.395538,-248.431229,-83.598755,0.09205,0.075063,-0.868867,0.480585,-1.2649419184399449,-0.9560685040671615,-1.1947561501633572,1.2633226986599764,0.9497621045202322,1.2021704911362576,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.12025615479481294
781813331.925816,35.43635010719299,-203.395538,-248.431229,-83.598755,0.092213,0.074749,-0.868068,0.482046,-1.2859735002483605,-0.9717174306736638,-1.2147564654446794,1.284354280468392,0.9654110700839738,1.2221707857005413,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.12088124440120736
781813332.050627,35.561161041259766,-203.395538,-248.431229,-83.598755,0.092394,0.074437,-0.86725,0.483529,-1.3069486890040025,-0.9872966693720286,-1.2346680891706683,1.3053294692240343,0.9809902698045789,1.2420896630841298,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.12150466023620742
781813332.175661,35.68619501590729,-203.395538,-248.431229,-83.598755,0.092568,0.07413,-0.866432,0.485007,-1.3279614390994539,-1.0029389834526228,-1.254615217418177,1.3263422398886178,0.996632622936886,1.262072116107447,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.12212919013249486
781813332.300622,35.811156034469604,-203.395538,-248.431229,-83.598755,0.092746,0.073852,-0.865627,0.48645,-1.3489545204719207,-1.0185722197054474,-1.2745508053289996,1.3473353993692854,1.012265809869632,1.282007683486313,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.1227533556217765
781813332.425751,35.9362850189209,-203.395538,-248.431229,-83.598755,0.092914,0.073565,-0.864829,0.487879,-1.3699554041653528,-1.034219074836983,-1.2945131689313027,1.3683287899076504,1.0279126650011676,1.3019699690662492,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.1233783600807823
781813332.550753,36.06128704547882,-203.395538,-248.431229,-83.598755,0.09308,0.073277,-0.864023,0.489318,-1.3909979689829013,-1.0498221589432433,-1.3144552004760046,1.3893360929341725,1.0435157491074278,1.3219194736780084,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.12400273040014564
781813332.675617,36.18615102767944,-203.395538,-248.431229,-83.598755,0.093265,0.073011,-0.863211,0.490753,-1.411974724030415,-1.065443234944155,-1.3343826359476907,1.4103202952651372,1.0591368456355212,1.3418747436222702,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.12462641120429209
781813332.800759,36.3112930059433,-203.395538,-248.431229,-83.598755,0.09344,0.072767,-0.862397,0.492184,-1.4329703172088557,-1.0810990114609922,-1.3543823020156651,1.4313511959755942,1.0747853236298395,1.3618391021582281,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.12525148056585286
781813332.925638,36.436172008514404,-203.395538,-248.431229,-83.598755,0.093643,0.072554,-0.86157,0.493624,-1.453957043810533,-1.0967146312168552,-1.3743047070033754,1.4523378240305647,1.0903730195589105,1.3817615851454548,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.12587523639497109
781813333.050603,36.561137080192566,-203.395538,-248.431229,-83.598755,0.093854,0.072342,-0.86073,0.495077,-1.47495821437019,-1.1123130535029304,-1.3942409210119422,1.473331671134929,1.106006742362524,1.401705044461096,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.12649942212908638
781813333.175737,36.68627107143402,-203.395538,-248.431229,-83.598755,0.094067,0.072127,-0.859898,0.496513,-1.4959876947768862,-1.1279679294862035,-1.4142113744035214,1.4943259172805483,1.121661519650388,1.421696072019131,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.1271244515964161
781813333.300719,36.8112530708313,-203.395538,-248.431229,-83.598755,0.094261,0.071927,-0.859085,0.497909,-1.516984347093285,-1.1435964069742113,-1.4341781145524237,1.5153299325426133,1.1372900177628935,1.4416070828318652,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.12774872188248373
781813333.425684,36.93621802330017,-203.395538,-248.431229,-83.598755,0.094458,0.071745,-0.858273,0.499297,-1.537957575790756,-1.1591948420225435,-1.4540863877147103,1.5363310049974643,1.152888530804944,1.4615711215026295,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.12837290702116275
781813333.550625,37.06115901470184,-203.395538,-248.431229,-83.598755,0.094686,0.071567,-0.857431,0.500724,-1.5589825752626894,-1.1748255727793548,-1.474046635848481,1.5573281286895053,1.1685191629435394,1.4814755399931983,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.12899697247714864
781813333.675625,37.18615901470184,-203.395538,-248.431229,-83.598755,0.094874,0.071366,-0.856584,0.502164,-1.5799543107996215,-1.1904636652664067,-1.4939604480971411,1.578327760096499,1.18415727596539,1.5014452221216743,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.12962133267409515
781813333.800779,37.31131303310394,-203.395538,-248.431229,-83.598755,0.095078,0.071181,-0.855742,0.503587,-1.60098725559601,-1.2061135647106767,-1.513962052925308,1.5993328614601978,1.199814636762994,1.5213836580494446,-0.839897096157074,0.7912358045578003,0.8398544788360596,-0.7912358045578003,0.1302464621747206
